address	name	kind	sources	facts	note
0047eb70	HNM6_InitTables	cryolib	match_identical.py VERIFIED to CRYO.DLL 1002ad7c	size:216	CryoLib HNM6 decoder linked into the game; see docs/cryolib.md.
0047ec48	HNM6_InitColorTables565	cryolib	match_identical.py VERIFIED to CRYO.DLL 1002ae54	size:164	CryoLib HNM6 decoder linked into the game; see docs/cryolib.md.
0047ecec	HNM6_InitColorTables555	cryolib	match_identical.py VERIFIED to CRYO.DLL 1002aef8	size:166	CryoLib HNM6 decoder linked into the game; see docs/cryolib.md.
0047ed94	HNM6_SetQuality	cryolib	match_identical.py VERIFIED to CRYO.DLL 1002afa0	size:309	CryoLib HNM6 decoder linked into the game; see docs/cryolib.md.
0047eecc	HNM6_UnpackNibbles	cryolib	match_identical.py VERIFIED to CRYO.DLL 1002b0d8	size:183	CryoLib HNM6 decoder linked into the game; see docs/cryolib.md.
0047ef83	HNM6_DecodeCoefficients	cryolib	match_identical.py VERIFIED to CRYO.DLL 1002b18f	size:2193	CryoLib HNM6 decoder linked into the game; see docs/cryolib.md.
0047fa94	HNM6_DecodeMacroblock	cryolib	match_identical.py VERIFIED to CRYO.DLL 1002bb68	size:70	CryoLib HNM6 decoder linked into the game; see docs/cryolib.md.
0047fb20	HNM6_IDCT8x8	cryolib	match_identical.py INSN-IDENTICAL to CRYO.DLL 1002bbae	size:1695	CryoLib HNM6 decoder linked into the game; see docs/cryolib.md.
# Render and load path for scene faces (overnight session 2026-09-26, item 1): analysis + blind review + adjudication
00478980	REND_CullObjectSphere	descriptive	analysis scene-geometry.md 2026-09-26; blind review (medium); adjudicated AGREE	caller:REND_DrawObject; const:b0; const:1891; ref:00661ecc; ref:00661eb0	Tests the node's bounding sphere (+0xb0) against four frustum planes and the near/far depths; sets +0x0c bits 8 (outside), 0x20, 0x40 (crosses near/far).
00478f80	REND_ComputeNormalDots	descriptive	analysis scene-geometry.md 2026-09-26; blind review (medium); adjudicated PARTIAL (same reading, reviewer's wording)	caller:REND_DrawObject; const:94; const:98	For each 16-byte face normal (+0x98, count +0x94) stores n . eye in its fourth word, the value REND_CullFaces compares with the face's plane distance.
0047b0bc	REND_CullFaces	descriptive	analysis scene-geometry.md 2026-09-26; blind review (high); adjudicated AGREE	caller:REND_DrawObject; call:00479320; const:3f; ref:004c63a4	Per face block: visible list = records; back-face test (normal eye_dot - face +0x30) and outcode rejection; near-crossing faces go to REND_ClipFaceNear, the rest flag their vertices 0x40.
0047b3d0	REND_TransformLights	descriptive	analysis scene-geometry.md 2026-09-26; blind review (medium); adjudicated AGREE	caller:REND_DrawObject; const:c4; const:94; ref:00672700	For each light index in node +0xc8 (count +0xc4) writes the light's direction (type 1) or direction and position (type 2) into the 0x94-byte light table at 0x672700.
0047e094	REND_ComputeEnvMapUVs	descriptive	analysis scene-geometry.md 2026-09-26 (disassembly: corner normal +0x0c times the parent view matrix); blind review (low); adjudicated AGREE	caller:REND_DrawObject; const:800000; const:a4	Sphere environment mapping: each visible face's UVs become the view-space corner normal scaled to texels, centred on 128.0 (0x800000). Runs when node +0x0d bit 8 is set.
00479320	REND_ClipFaceNear	descriptive	analysis scene-geometry.md 2026-09-26; blind review (medium); adjudicated AGREE	caller:0047b0bc; call:0047907c; call:00455218	Splits a face with one or two vertices behind the near plane (outcode 0x10) into new faces with interpolated UVs, pushed on the block's visible list.
00455fb4	MDL_RelocCollision	descriptive	analysis scene-geometry.md 2026-09-26 (tag 2 layout: vertex base 29 relocates to tag2 +0x30); blind review (low, struct unidentified); adjudicated PARTIAL	caller:RES_Relocate; const:60; const:44	Relocates the .3DI collision mesh (resource type 5): header pointers +4/+0xc/+0x14, then each 0x60-byte triangle's +0/+4/+8 vertex, +0xc normal and +0x44 pointers.
00455ed8	MDL_BindTreeMaterials	descriptive	analysis scene-geometry.md 2026-09-26; blind review (medium); adjudicated AGREE	caller:MDL_LoadMaterials; call:004554e0; const:a4	Walks the node tree (child +0x14, sibling +0x18, parent +0x10) and binds each node's face-block list (+0xa4) to the material cache.
004554e0	MDL_BindFaceMaterials	descriptive	analysis scene-geometry.md 2026-09-26; blind review (high); adjudicated PARTIAL (reviewer: MDL_BindMaterials)	caller:00455ed8; const:3c; ref:004aa6fc	For each face block, finds the 0x3c-byte cache entry whose material name equals the block name; textured types get &entry[2] (texture page slot), flat types the colour word entry[0xb].
# Camera and projection (overnight session 2026-09-26, item 2): analysis + blind review + adjudication
00409998	CAM_PostMessage	descriptive	analysis engine.md camera 2026-09-26; blind review (medium); adjudicated AGREE	call:0043b31a; caller:0040aea2	Posts a camera message (type byte, two argument words) to the ring at 0x52c850 through MGM_PostMessage; the shot timer posts 0x2b with it.
00409ba0	CAM_ApplyCloseRange	descriptive	analysis engine.md camera 2026-09-26 (disassembly: horizontal eye-to-actor distance); blind review (low); adjudicated AGREE	call:0040b729; ref:0049d2b8; ref:0052c840	Reloads the preset; when the eye is closer to a walking actor (mode 1) than the preset eye distance, shrinks the target lead, sets eye easing 2 (under 0.7) or 1 (under 0.5), and raises the eye 1.2 units per unit lost (80 more in combat stance).
00409d27	CAM_StartFollow	descriptive	analysis engine.md camera 2026-09-26; blind review (high); adjudicated AGREE	ref:0052c638; ref:0052c874; call:00409d6c	Message 0x2b: follow the given actor (state 0x52c61c +0x1c), camera mode 0, one snapped follow update.
00409d6c	CAM_TickFollow	descriptive	analysis engine.md camera 2026-09-26; blind review (high); adjudicated AGREE	ref:0052c61c; call:0040a866; call:MDL_SetNodePosition; call:0040ab4b	Mode 0 update: eye and target (CAM_UpdateFollowPos), close-range fix, camera node 0 position, then orientation.
00409de2	CAM_ComputeChasePos	descriptive	analysis engine.md camera 2026-09-26; blind review (medium); adjudicated AGREE	ref:0052c875; ref:0052c879; ref:0049d1f4; call:0040d5e4	Ground chase camera: target ahead of and eye behind the actor heading (+0x5c); look keys tilt pitch within [-1.5446, 0.7854]; eases target by 1/2 and eye by 1/4 (Y 1/8) of the gap; clamps eye height to the preset band; optional eye collision.
0040a4a5	CAM_ComputeOrbitPos	descriptive	analysis engine.md camera 2026-09-26 (disassembly: used for actor modes 2/3 and climbing states); blind review (low); adjudicated PARTIAL	ref:004c3754; call:0040d5e4; ref:0049d1f0; const:1000	Swim/fly chase camera: places target and eye on the actor heading and pitch (+0x6c), pitch snapped out of 80-100 and 260-280 degrees; same easing and collision as the ground chase.
0040a866	CAM_UpdateFollowPos	descriptive	analysis engine.md camera 2026-09-26; blind review (medium); adjudicated AGREE	const:15c; const:2e; call:00409de2; call:0040a4a5	Sets follow distances from the preset (averages of the two eye and two lead values) and picks the ground or orbit chase by actor mode (+0x34) and action (+0x15c), with per-mode distance and height offsets.
0040ab4b	CAM_ApplyLookAt	descriptive	analysis engine.md camera 2026-09-26; blind review (medium); adjudicated AGREE	ref:0052c83c; const:118; call:0045b2d0; call:00457a38	Orients camera node 0 along target minus eye with a smoothed roll: swaying while swimming, banking with actor +0x64 while flying, zero otherwise.
0040aea2	CAM_TickTimer	descriptive	analysis engine.md camera 2026-09-26; blind review (high); adjudicated AGREE	ref:005e5388; const:2b; call:00409998	Decrements a scripted shot float timer (+0x30) by the frame delta; below zero posts 0x2b (back to follow).
0040af10	CAM_StartFixed	descriptive	analysis engine.md camera 2026-09-26; blind review (medium); adjudicated AGREE	ref:0052c6a4; ref:0052c6d4; call:MDL_SetNodePosition; call:0040af8e	Message 0x2c: mode 2, fixed eye and target from the message, duration +0x18.
0040af8e	CAM_TickFixed	descriptive	analysis engine.md camera 2026-09-26; blind review (medium); adjudicated AGREE	ref:0052c6a4; call:0040aea2	Mode 2 update: timer only.
0040afc0	CAM_StartTrack	descriptive	analysis engine.md camera 2026-09-26; blind review (medium); adjudicated AGREE	ref:0052c6e8; ref:0052c704; call:MDL_GetNodePosition; call:0040b045	Message 0x2d: mode 3, fixed eye, target tracks an entity, duration +0x10.
0040b045	CAM_TickTrack	descriptive	analysis engine.md camera 2026-09-26; blind review (medium); adjudicated AGREE	ref:0052c704; ref:0049d1f4; call:0040aea2; call:0040ab4b	Mode 3 update: eases the target toward the entity node by 1/2 of the gap, timer, orientation.
0040b0ef	CAM_StartEntityPair	descriptive	analysis engine.md camera 2026-09-26; blind review (low); adjudicated AGREE	ref:0052c744; ref:0052c748; ref:0052c75c; call:0040b156	Message 0x2e: mode 4, eye on entity A, target on entity B, duration.
0040b156	CAM_TickEntityPair	descriptive	analysis engine.md camera 2026-09-26; blind review (low); adjudicated AGREE	ref:0052c72c; call:0040aea2; call:0040ab4b	Mode 4 update: eye and target snap to the two entity nodes, timer, orientation.
0040b1b9	CAM_StartRideLook	descriptive	analysis engine.md camera 2026-09-26; blind review (low); adjudicated AGREE	ref:0052c788; ref:0052c7a0; call:0040b225	Message 0x2f: mode 5, eye carried by an entity, fixed target point, duration.
0040b225	CAM_TickRideLook	descriptive	analysis engine.md camera 2026-09-26; blind review (low); adjudicated AGREE	ref:0052c770; ref:0052c788; call:0040aea2; call:0040ab4b	Mode 5 update: eye snaps to the carrier entity node, timer, orientation toward the fixed point.
0040b274	CAM_ToggleOverhead	descriptive	analysis engine.md camera 2026-09-26; blind review (medium); adjudicated AGREE	ref:0052c7d0; call:00409d27; call:0040b2c7	Message 0x30: toggles mode 6 (overhead) on the actor, or back to follow.
0040b2c7	CAM_TickOverhead	descriptive	analysis engine.md camera 2026-09-26; blind review (medium); adjudicated AGREE	const:5dc; const:400; ref:0052c7b4; call:0045b2d0	Mode 6 update: eye 1500 units above the actor (+10, -1500, +10), looking down, rolled by the heading plus a quarter turn.
0040b386	CAM_ToggleFree	descriptive	analysis engine.md camera 2026-09-26; blind review (medium); adjudicated AGREE	const:fffffed4; const:400; ref:0052c7f8; call:0040b429	Message 0x31: toggles mode 7 (free camera) starting 300 units from the actor, or back to follow.
0040b429	CAM_TickFree	descriptive	analysis engine.md camera 2026-09-26; blind review (medium); adjudicated AGREE	ref:004a3154; ref:004a315c; ref:0052c830; call:0045b194	Mode 7 update: key-driven yaw/pitch deltas and forward/back motion, speed x1/2, x1/4, x2, x4 by modifier keys.
0040b6a8	CAM_EnableLookInput	descriptive	analysis engine.md camera 2026-09-26; blind review (low); adjudicated AGREE	ref:0052c844; caller:00423767	Sets 0x52c844 for this frame so the chase camera applies the look-up/down keys.
0040b6d3	CAM_EnableCollision	descriptive	analysis engine.md camera 2026-09-26; blind review (low); adjudicated AGREE	ref:0052c84c; caller:00409d6c; caller:0040a866	Sets 0x52c84c so the chase cameras test the eye against collision (CAM_CollideEye).
0040b729	CAM_LoadPreset	descriptive	analysis engine.md camera 2026-09-26; blind review (high); adjudicated AGREE	ref:0049d1f8; ref:0049d2bc; const:1d8; const:120	Copies view preset 0x49d2bc (six 32-byte rows at 0x49d1f8) into the live camera parameters; preset 0 takes non-zero overrides from the level record +0x120..+0x134 and +0x1d8.
0040d5e4	CAM_CollideEye	descriptive	analysis engine.md camera 2026-09-26; blind review (low); adjudicated AGREE	ref:005e2a48; ref:0049d2e4; call:0040ca00; call:0045f490	Sweeps a collision sphere (radius 0x49d2dc) from the old to the new eye; if the push-out is small enough, moves the eye and camera node out of the geometry.
004569cc	REND_SetScreenSize	descriptive	analysis engine.md camera 2026-09-26; blind review (medium); adjudicated AGREE	ref:00661ebc; ref:00661ec8; ref:004ac748; caller:0041592c	Stores the framebuffer width and height, 2 bytes per pixel, aspect h*4/(w*3), and the line pitch and start offset (negated for bottom-up buffers).
00456a58	REND_SetViewportFocal	descriptive	analysis engine.md camera 2026-09-26; blind review (medium); adjudicated PARTIAL (reviewer: REND_SetViewport)	const:280; const:fde8; call:00456cd4; ref:00661e94	Viewport with an explicit focal length scaled by w/640 (the portrait render), centre, near 128, far 65000.
00456b94	REND_SetViewportFov	descriptive	analysis engine.md camera 2026-09-26; blind review (medium); adjudicated AGREE	ref:004c6008; ref:004c6010; const:fde8; caller:0041592c	Viewport from a horizontal FOV: focal K = 0.5 + (w/2)/tan(fov/2); centre (x + w/2, y + h/2); near 128, far 65000. The game always passes 76.36 degrees.
00456cc4	REND_SetNearPlane	descriptive	analysis engine.md camera 2026-09-26; blind review (high); adjudicated AGREE	ref:00661ecc; call:00456cd4; caller:0041592c	Sets the near depth (0x661ecc) and rebuilds the frustum.
00456ccc	REND_SetFarPlane	descriptive	analysis engine.md camera 2026-09-26; blind review (medium); adjudicated AGREE	ref:00661eb0; size:8; caller:0041592c	Sets the far depth (0x661eb0) and falls through into REND_UpdateFrustum.
00456cd4	REND_UpdateFrustum	descriptive	analysis engine.md camera 2026-09-26; blind review (medium); adjudicated AGREE	call:0045ba70; ref:00661e94; ref:00661e90; ref:00661e60	Builds and normalises the four side-plane normals (0x661e54/68/74/84) from the focal lengths and viewport, plus the depth scale terms 0x661e60/64.
00457a38	MDL_SetNodeRotation	descriptive	analysis engine.md camera 2026-09-26; blind review (medium); adjudicated PARTIAL (reviewer: MDL_SetMatrix)	call:00455358; call:0045b8e0; const:28; const:58	Looks up a node by handle and copies a 3x3 Q15 matrix into its local rotation (+0x28); handle 0 is the camera.
0045b2d0	MATH_BuildOrientMatrix	descriptive	analysis engine.md camera 2026-09-26; blind review (low); adjudicated AGREE	ref:004c609c; const:8000; call:MATH_MulMat3	Builds a Q15 rotation matrix from a unit direction and a roll angle (4096-entry sine and cosine tables at 0x665ff0/0x669ff0).
0045ba70	MATH_NormalizeVec3	descriptive	analysis engine.md camera 2026-09-26; blind review (medium); adjudicated AGREE	call:00478222; caller:00456cd4	Normalises an integer vector to Q15 length.
0045bb84	MATH_CopyVec3	descriptive	analysis engine.md camera 2026-09-26; blind review (high); adjudicated AGREE	caller:00457b20; caller:REND_LightObject	Copies three ints.
0045b968	MATH_AddVec3	descriptive	analysis engine.md camera 2026-09-26; blind review (high); adjudicated AGREE	caller:00409de2; caller:REND_LightObject	Adds two integer 3-vectors.
0041592c	VID_SetResolution	descriptive	analysis engine.md camera 2026-09-26; blind review (medium); adjudicated AGREE	call:004569cc; call:00456b94; const:16; ref:0049da2c	Picks a mode from the six-entry resolution table (0x49da2c) that video message 0x16 accepts, then resets screen size, the 76.36-degree viewport (3/4 height letterboxed when 0x49d9f8 is set), far plane and near plane 140.
# Collision and physics (overnight session 2026-09-26, item 3): analysis + blind review + adjudication
0043ce0c	PHYS_ClearForceFields	descriptive	analysis engine.md physics 2026-09-26; blind review (high); adjudicated AGREE	ref:00629fdc; caller:0041ee09	Empties the force-field table (count 0x629fdc).
0043ce37	PHYS_AddForceField	descriptive	analysis engine.md physics 2026-09-26; blind review (high); adjudicated AGREE	const:80; const:60; call:memcpy_	Copies a 0x60-byte field (type, vector, box, strength) into the table at 0x626fdc if fewer than 128, marks it active, returns its index or -1.
0043cf13	PHYS_SumForceFields	descriptive	analysis engine.md physics 2026-09-26; blind review (high); adjudicated AGREE	ref:00629fe0; call:0043d0ca; call:0043d131; call:0043d28d	Sums the active type 0 (uniform), 1 (box) and 2 (radial) fields at a position into 0x629fe0.
0043d017	PHYS_SumDriftFields	descriptive	analysis engine.md physics 2026-09-26 (disassembly: result added to the displacement, not the velocity); blind review (medium); adjudicated AGREE	ref:00629ff8; call:0043d223; const:3	Sums the active type 3 fields into 0x629ff8; PHYS_IntegrateMotion adds the result straight to the step displacement.
0043d0ca	PHYS_ApplyUniformField	descriptive	analysis engine.md physics 2026-09-26 (disassembly: vector times the mass argument); blind review (medium); adjudicated AGREE	const:60; caller:0043cf13; size:103	Adds the field vector times the body's mass (gravity is a uniform field (0, 9.81, 0)).
0043d131	PHYS_ApplyBoxField	descriptive	analysis engine.md physics 2026-09-26; blind review (high); adjudicated AGREE	ref:004c55a0; caller:0043cf13	Adds the field vector times mass when the position is inside the field's box (+0x20 min, +0x38 max).
0043d223	PHYS_ApplyDriftField	descriptive	analysis engine.md physics 2026-09-26 (disassembly); blind review (low); adjudicated AGREE	const:60; caller:0043d017; size:106	Same form as the uniform field, for type 3 (drift) fields.
0043d28d	PHYS_ApplyRadialField	descriptive	analysis engine.md physics 2026-09-26; blind review (high); adjudicated AGREE	call:sqrt_; const:60; const:50; caller:0043cf13	Inverse-square point field: adds d * mass * strength / |d|^3, d from the field centre (+8).
0043dc4f	PHYS_TickFlyVertical	descriptive	analysis engine.md physics 2026-09-26 (mode 3 = flying: air damping 0.99, camera roll, ENT_LoadObject modes); blind review (low); adjudicated PARTIAL (reviewer: PHYS_TickMode3Vertical)	ref:004c55f0; ref:004c55f8; ref:004c5600; ref:005e5388	Mode 3: on entry (+0x278 bit 4) clears airborne, cancels gravity (force Y = -9.81 m) and ramps vertical speed linearly to 0 over 30 frame-time units.
0043dd3a	PHYS_TickSwimVertical	descriptive	analysis engine.md physics 2026-09-26 (mode 2 = swimming: water damping 0.7, camera sway); blind review (low); adjudicated PARTIAL (reviewer: PHYS_TickMode2Vertical)	ref:004c5608; ref:004c5610; ref:004c5618; ref:005e5388	Mode 2: on entry (+0x278 bit 8) clears airborne, cancels gravity and ramps vertical speed to 0 over 15 frame-time units.
0043de25	PHYS_StorePosition	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	size:80; caller:PHYS_TickEntity; caller:0040bff8	Copies the physics position (+0x220, doubles) to the actor position (+0).
0043de75	PHYS_LoadPosition	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	size:80; caller:0043d62c; caller:PHYS_TickEntity	Copies the actor position (+0) into the physics position (+0x220).
0043dec5	PHYS_ResetPlatforms	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	call:memset_; const:1500; ref:0062b514; ref:004a316c	Clears the 64-entry platform table at 0x62a010.
0043df1f	PHYS_BuildPlatforms	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	str:too many PLT; call:00457900; call:00457968; call:00458110	For an entity flagged +0xad bit 8, makes each child node a platform (at most 64) with half-extents from its vertices and a radius.
0043e115	PHYS_UpdatePlatforms	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	ref:0062b510; ref:004a3170; call:00457a38; const:c8	Per tick: moves the platform root, then for each platform its world position, frame delta (+0x14), top and box (+-half-extent in X/Z, +-200 in Y).
0043e293	PHYS_GetPlatformOwner	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	ref:0062b518; caller:ENT_TickAll	Returns the entity that owns the platforms.
0043e2bf	PHYS_GetPlatformDelta	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	call:MATH_CopyVec3; const:54	Copies platform i's frame delta (+0x14).
0043e2fa	PHYS_GetPlatformTop	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	const:54; caller:PHYS_TickEntity	Returns platform i's top Y (+0x24).
0043e32e	PHYS_CollidePlatforms	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	call:0045ba70; ref:0062b514; caller:0040bff8	A walker inside a platform box starts riding it (+0x278 bit 0x40, index +0x2c8); otherwise a cylinder test pushes it out by the overlap + 5.
0043d62c	PHYS_InitEntity	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated PARTIAL (reviewer: PHYS_InitActor)	const:3ff00000; const:447a0000; const:40240000; ref:004fba78	Level-load physics setup: position, zero velocity and force, mass 1.0 (10.0 for free objects), damping factor 1.0; walkers get an actor collider, free objects an object collider, platform sets their platforms.
0043e55c	ENT_InitShadows	descriptive	analysis engine.md physics 2026-09-26; blind review (high, loads ombre.3dc); adjudicated PARTIAL (reviewer prefix SHADOW_)	str:ombre.3dc; str:ombre2.3dc; str:shadow can't be started; const:48	Loads data\3dc\ombre.3dc and ombre2.3dc (ombre = shadow) and makes 16 instances of each in the 0x48-byte shadow table at 0x62b51c.
0043e9aa	ENT_UpdateShadow	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated PARTIAL (reviewer prefix SHADOW_)	ref:0062b51c; const:fff; call:0045f600	Places the actor's shadow (slot +0x2c4) 10 units above the floor Y (+0x88), aligned to the floor triangle's normal and the heading.
0040bd2b	PHYS_RegisterCollider	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	ref:0052c880; ref:0049d2ec; const:1e; call:SYS_FatalError	Appends a (collider, entity) pair to the 30-entry list at 0x52c880.
0040bd9d	PHYS_FreeLevel	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	call:0045f4a4; call:0045f470; ref:0049d2f0; const:64	Destroys every registered collider, removes the level's collision mesh, resets the step height 0x49d2e0 to 100.
0040be1a	PHYS_SetLevelMesh	descriptive	analysis engine.md physics 2026-09-26; blind review (low); adjudicated AGREE	ref:0049d2f0; caller:ENT_LoadModel	Remembers the level's collision-mesh resource (0x49d2f0).
0040be46	PHYS_AttachObjectCollider	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	call:0045f490; call:0040bd2b; const:32; call:MDL_GetNodePosition	Gives a free object a two-sided collision sphere of radius 50 at its node.
0040bedb	PHYS_AttachActorCollider	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	str:ZZZZZ; str:BASSIN01; str:can't create collision sphere; call:0045744c	Gives a walker a collision sphere of radius +0x10c; its ZZZZZ child node is the foot marker (+0x84); ZZZZZ and BASSIN01 nodes are hidden.
0040bff8	PHYS_ResolveCollisions	descriptive	analysis engine.md physics 2026-09-26; blind review (high); adjudicated PARTIAL (reviewer: PHYS_Tick)	ref:005e2a48; ref:005e5484; call:0040d2dc; call:0043e32e	Once per frame: moves every walker and free object through the world, separates every entity pair, then applies platform riding and push-outs.
0040c42c	PHYS_MoveWalker	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	call:0040ca00; call:0040cfc5; ref:004c38dc; const:7f	Sweeps a walker to its new position, finds the ground, drops small sideways pushes when nearly still, and on wall contact halves X/Z velocity.
0040c70c	PHYS_MoveBouncer	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	call:0040ca00; call:0045ba10; caller:0040bff8	Sweeps a free object; on contact moves it out and reflects its velocity (v - 2(v.n)n).
0040c8c8	PHYS_AccumulatePush	descriptive	analysis engine.md physics 2026-09-26; blind review (low); adjudicated AGREE	call:0045f600; call:MATH_AddVec3; caller:0040ca00	Adds one contact's push-out (radius minus distance, along the triangle normal) to the accumulator, once per distinct normal.
0040ca00	PHYS_SweepCollider	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	call:0045f5c8; call:0045f538; const:32; call:0040c8c8	Moves a collider from its last position in steps no longer than its radius, testing candidate triangles by priority (front face, front edge, back face, back edge); returns the contact flags and push.
0040cfc5	PHYS_FindGround	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	call:0045f5e4; call:0045f580; ref:0049d2e0; const:1f4	Finds the nearest floor under the feet (or surface above); snaps within the 100-unit step, else sets airborne; records floor triangle, floor Y and the slope along the heading.
0040d2dc	PHYS_CollideEntities	descriptive	analysis engine.md physics 2026-09-26; blind review (high); adjudicated AGREE	call:0045f638; const:7f; const:10; caller:0040bff8	Sphere-sphere test between two entities; separates them by the overlap split by mass, records impact strength and the other entity.
0045f450	PHYS_AddMesh	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	size:32; call:0045cf2c; call:0045cd60	Adds a mesh's triangles to the collision world 0x66e01c.
0045f470	PHYS_RemoveMesh	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	call:0045d014; call:0045cd60	Removes a mesh's triangles from the collision world.
0045f490	PHYS_CreateCollider	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	size:17; call:0045dc48; caller:0040be46	Creates a collider (sphere) in the collision world with a side-flags byte.
0045f4a4	PHYS_DestroyCollider	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	size:17; call:0045dc94; caller:0040bd9d	Removes a collider from the collision world.
0045f4b8	PHYS_UpdateCollider	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	call:0045d420; ref:004aa9c4; ref:004aa9e0; ref:004aa9d8	Runs the sweep-and-prune update on all three axes and resets the candidate iterators.
0045f518	PHYS_SetColliderPos	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	call:MATH_CopyVec3; caller:0040ca00; caller:CAM_CollideEye	Sets a collider's centre.
0045f520	PHYS_SetColliderRadius	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	caller:0040be46; caller:0040ca00	Sets a collider's radius (+0xc) when positive.
0045f538	PHYS_NextTriangle	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	ref:004aa9dc; ref:004aa9e0; caller:0040ca00	Iterates the collider's candidate triangles (+0x30).
0045f580	PHYS_NextFloorTriangle	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	ref:004aa9d4; ref:004aa9d8; caller:0040cfc5	Iterates the collider's floor candidates (+0x34).
0045f5c8	PHYS_TestColliderTriangle	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	call:0045e724; caller:0040ca00	Sphere-triangle test with the collider's centre, radius and side flags.
0045f5e4	PHYS_TestColliderFloor	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	call:0045e458; caller:0040cfc5	Vertical (floor-height) test with the collider's centre and side flags.
0045f600	PHYS_GetTriangle	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	call:MATH_CopyVec3; caller:0040c8c8; caller:0043e9aa	Copies a triangle's vertices and normal; returns +0x18 of the mesh it belongs to.
0045f638	PHYS_GetCollider	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	call:MATH_CopyVec3; caller:0040d2dc	Returns a collider's centre, radius and flags.
0045cf2c	PHYS_InsertMeshTriangles	descriptive	analysis engine.md physics 2026-09-26; blind review (high); adjudicated AGREE	const:60; call:0045cde0; call:realloc_; caller:0045f450	Adds each triangle's min and max endpoints to the three per-axis sorted arrays and re-sorts them.
0045d014	PHYS_RemoveMeshTriangles	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	call:realloc_; const:44; caller:0045f470	Removes a mesh's endpoints (triangle +0x44 == mesh) from the three axis arrays.
0045d420	PHYS_SweepAxis	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	call:0045d10c; call:0045d25c; const:48; const:54	Incremental sweep-and-prune on one axis: moves the collider's interval (centre +-radius) through the sorted triangle bounds (+0x48 min, +0x54 max), adding and removing candidates.
0045dc48	PHYS_AllocCollider	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated PARTIAL (reviewer: PHYS_AddCollider)	const:38; const:ff; const:40c; call:0045dcf8	Allocates and initialises a 0x38-byte collider, at most 255 per world.
0045ddec	PHYS_GetEdgeDistance	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	const:14; const:38; caller:0045e724	Signed distance of a point from triangle edge plane i (normal +0x14 + 12i, constant +0x38 + 4i).
0045df78	PHYS_ProjectOntoPlane	descriptive	analysis engine.md physics 2026-09-26; blind review (low); adjudicated AGREE	call:__CHP; caller:0045e724	Closest point for a face contact: the point projected onto the triangle plane.
0045e260	PHYS_FindClosestOnSegment	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	call:MATH_CopyVec3; caller:0045e724	Closest point on an edge segment, clamped to its ends.
0045e458	PHYS_TestTriangleVertical	descriptive	analysis engine.md physics 2026-09-26; blind review (medium); adjudicated AGREE	call:__CHP; caller:0045f5e4; size:688	Floor test: side filter, point-in-triangle in XZ, rejects walls (normal Y 0); returns the plane point under the centre, 1 above or -1 below.
